#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
PMID:22174787	(2011) Genome characterization of the oleaginous fungus Mortierella alpina.	10	87	2.31	2.45e-16	9606.ENSP00000216780,9606.ENSP00000253792,9606.ENSP00000319814,9606.ENSP00000320171,9606.ENSP00000327070,9606.ENSP00000339933,9606.ENSP00000342056,9606.ENSP00000358719,9606.ENSP00000377532,9606.ENSP00000438144	PCK2,ACLY,PCK1,PKM,MDH2,PKLR,CS,ME1,PC,MDH1
PMID:4003544	(1985) Effects of growth hormone on lipogenic enzyme activities in cultured rat hepatocytes.	2	10	2.55	0.0372	9606.ENSP00000253792,9606.ENSP00000358719	ACLY,ME1
PMID:122509	(1977) Phosphoenolpyruvate and 2-phosphoglycerate: endogenous energy source(s) for sugar accumulation by starved cells of Streptococcus lactis.	2	10	2.55	0.0372	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:4399442	(1971) Differential effect of 5-bromodeoxyuridine on the concentrations of specific enzymes in hepatoma cells in culture.	2	10	2.55	0.0372	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:32300553	(2020) Shedding New Light on Cancer Metabolism: A Metabolic Tightrope Between Life and Death.	3	96	1.74	0.0381	9606.ENSP00000253792,9606.ENSP00000320171,9606.ENSP00000358719	ACLY,PKM,ME1
PMID:32429566	(2020) Metabolic Plasticity in Ovarian Cancer Stem Cells.	3	96	1.74	0.0381	9606.ENSP00000253792,9606.ENSP00000327070,9606.ENSP00000342056	ACLY,MDH2,CS
PMID:29351723	(2018) Mitochondrial Uncoupling Proteins: Subtle Regulators of Cellular Redox Signaling.	3	96	1.74	0.0381	9606.ENSP00000253792,9606.ENSP00000342056,9606.ENSP00000358719	ACLY,CS,ME1
PMID:32296576	(2020) Metabolic reprogramming in triple-negative breast cancer.	3	97	1.74	0.0392	9606.ENSP00000253792,9606.ENSP00000320171,9606.ENSP00000358719	ACLY,PKM,ME1
PMID:35849943	(2022) The strategic roles of four enzymes in the interconnection between metabolism and oncogene activation in non-small cell lung cancer: Therapeutic implications.	2	11	2.51	0.0422	9606.ENSP00000253792,9606.ENSP00000320171	ACLY,PKM
PMID:33471410	(2021) High-spatiotemporal-resolution transcriptomes provide insights into fruit development and ripening in Citrus sinensis.	2	11	2.51	0.0422	9606.ENSP00000253792,9606.ENSP00000327070	ACLY,MDH2
PMID:33634140	(2021) Abnormal Glucose Metabolism in Male Mice Offspring Conceived by in vitro Fertilization and Frozen-Thawed Embryo Transfer.	2	11	2.51	0.0422	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:34177973	(2021) The Resistance of Oilseed Rape Microspore-Derived Embryos to Osmotic Stress Is Associated With the Accumulation of Energy Metabolism Proteins, Redox Homeostasis, Higher Abscisic Acid, and Cytokinin Contents.	2	11	2.51	0.0422	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:34282939	(2021) Comparative Genomics Reveals Thermal Adaptation and a High Metabolic Diversity in Candidatus Bathyarchaeia.	2	11	2.51	0.0422	9606.ENSP00000253792,9606.ENSP00000342056	ACLY,CS
PMID:34407415	(2021) Sex- and age-dependent outcomes of 9-hour time-restricted feeding of a Western high-fat high-sucrose diet in C57BL6J mice.	2	11	2.51	0.0422	9606.ENSP00000216780,9606.ENSP00000320171	PCK2,PKM
PMID:34525352	(2021) NaCTSLC13A5 facilitates citrate import and metabolism under nutrient-limited conditions.	2	11	2.51	0.0422	9606.ENSP00000253792,9606.ENSP00000342056	ACLY,CS
PMID:34659946	(2021) Metabolic Acidosis in Leukemia.	2	11	2.51	0.0422	9606.ENSP00000253792,9606.ENSP00000320171	ACLY,PKM
PMID:34987744	(2021) Mitapivat, a novel pyruvate kinase activator, for the treatment of hereditary hemolytic anemias.	2	11	2.51	0.0422	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:31738135	(2020) Effects of Intermittent Hypoxia on Expression of Glucose Metabolism Genes in MCF7 Breast Cancer Cell Line.	2	11	2.51	0.0422	9606.ENSP00000216780,9606.ENSP00000339933	PCK2,PKLR
PMID:31823471	(2020) Promotion of the Warburg effect is associated with poor benefit from adjuvant chemotherapy in colorectal cancer.	2	11	2.51	0.0422	9606.ENSP00000320171,9606.ENSP00000327070	PKM,MDH2
PMID:31992813	(2020) A class I cytosolic HSP20 of rice enhances heat and salt tolerance in different organisms.	2	11	2.51	0.0422	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:32204692	(2020) Transaldolase in Bacillus methanolicus: biochemical characterization and biological role in ribulose monophosphate cycle.	2	11	2.51	0.0422	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:32528879	(2020) Metabolic Plasticity of Melanoma Cells and Their Crosstalk With Tumor Microenvironment.	3	100	1.73	0.0422	9606.ENSP00000319814,9606.ENSP00000320171,9606.ENSP00000377532	PCK1,PKM,PC
PMID:32660061	(2020) Mitochondrial PCK2 Missense Variant in Shetland Sheepdogs with Paroxysmal Exercise-Induced Dyskinesia (PED).	2	11	2.51	0.0422	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:32698255	(2020) Effects of exogenous lactate administration on fat metabolism and glycogen synthesis factors in rats.	2	11	2.51	0.0422	9606.ENSP00000342056,9606.ENSP00000377532	CS,PC
PMID:32801175	(2020) Multiplex Design of the Metabolic Network for Production of l-Homoserine in Escherichia coli.	2	11	2.51	0.0422	9606.ENSP00000342056,9606.ENSP00000377532	CS,PC
PMID:32898317	(2020) Exogenous ethanol induces a metabolic switch that prolongs the survival of Caenorhabditis elegans dauer larva and enhances its resistance to desiccation.	2	11	2.51	0.0422	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:33054047	(2020) Molecular heterogeneity of pyruvate kinase deficiency.	2	11	2.51	0.0422	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:33166331	(2020) Hepatic pyruvate carboxylase expression differed prior to hyperketonemia onset in transition dairy cows.	2	11	2.51	0.0422	9606.ENSP00000216780,9606.ENSP00000377532	PCK2,PC
PMID:33304172	(2020) A revision of subspecies structure of western honey bee Apis mellifera.	2	11	2.51	0.0422	9606.ENSP00000358719,9606.ENSP00000438144	ME1,MDH1
PMID:29951697	(2019) Novel insights into global translational regulation through Pumilio family RNA-binding protein Puf3p revealed by ribosomal profiling.	2	11	2.51	0.0422	9606.ENSP00000342056,9606.ENSP00000438144	CS,MDH1
PMID:30889783	(2019) Fatty Acid Synthesis and Degradation Interplay to Regulate the Oxidative Stress in Cancer Cells.	2	11	2.51	0.0422	9606.ENSP00000253792,9606.ENSP00000377532	ACLY,PC
PMID:30972416	(2019) Hierarchical clustering reveals unique features in the diel dynamics of metabolites in the CAM orchid Phalaenopsis.	2	11	2.51	0.0422	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:31086462	(2019) Signal transducer and activator of transcription 3 promotes the Warburg effect possibly by inducing pyruvate kinase M2 phosphorylation in liver precancerous lesions.	2	11	2.51	0.0422	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:31235822	(2019) Identification of small molecule enzyme inhibitors as broad-spectrum anthelmintics.	2	11	2.51	0.0422	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:31417867	(2019) Elucidating the Reprograming of Colorectal Cancer Metabolism Using Genome-Scale Metabolic Modeling.	2	11	2.51	0.0422	9606.ENSP00000253792,9606.ENSP00000320171	ACLY,PKM
PMID:31447783	(2019) Sex Dependent Dysregulation of Hepatic Glucose Production in Lean Type 2 Diabetic Rats.	2	11	2.51	0.0422	9606.ENSP00000216780,9606.ENSP00000377532	PCK2,PC
PMID:31485269	(2019) Dimorphism of Trichosporon cutaneum and impact on its lipid production.	2	11	2.51	0.0422	9606.ENSP00000253792,9606.ENSP00000358719	ACLY,ME1
PMID:31848270	(2019) Host-Microbe Interactions in the Chemosynthetic Riftia pachyptila Symbiosis.	2	11	2.51	0.0422	9606.ENSP00000253792,9606.ENSP00000377532	ACLY,PC
PMID:29423103	(2018) Metformin induces distinct bioenergetic and metabolic profiles in sensitive versus resistant high grade serous ovarian cancer and normal fallopian tube secretory epithelial cells.	2	11	2.51	0.0422	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:29751019	(2018) Nighttime light exposure enhances Rev-erbalpha-targeting microRNAs and contributes to hepatic steatosis.	2	11	2.51	0.0422	9606.ENSP00000253792,9606.ENSP00000319814	ACLY,PCK1
PMID:30515147	(2018) Insights Into Limnothrix sp. Metabolism Based on Comparative Genomics.	2	11	2.51	0.0422	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:27580368	(2017) Where does liver fat go? A possible molecular link between fatty liver and diabetes.	2	11	2.51	0.0422	9606.ENSP00000319814,9606.ENSP00000377532	PCK1,PC
PMID:27797377	(2017) Cancer heterogeneity is not compatible with one unique cancer cell metabolic map.	2	11	2.51	0.0422	9606.ENSP00000320171,9606.ENSP00000377532	PKM,PC
PMID:28012622	(2017) Variable liver fat concentration as a proxy for body fat mobilization postpartum has minor effects on insulin-induced changes in hepatic gene expression related to energy metabolism in dairy cows.	2	11	2.51	0.0422	9606.ENSP00000319814,9606.ENSP00000377532	PCK1,PC
PMID:28056994	(2017) Hexokinase 2 drives glycogen accumulation in equine endometrium at day 12 of diestrus and pregnancy.	2	11	2.51	0.0422	9606.ENSP00000216780,9606.ENSP00000320171	PCK2,PKM
PMID:28880934	(2017) DNA methylation patterns and gene expression associated with litter size in Berkshire pig placenta.	2	11	2.51	0.0422	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:28916825	(2017) De novo transcriptome of the cosmopolitan dinoflagellate Amphidinium carterae to identify enzymes with biotechnological potential.	2	11	2.51	0.0422	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:29215608	(2017) H19 lncRNA alters methylation and expression of Hnf4alpha in the liver of metformin-exposed fetuses.	2	11	2.51	0.0422	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:29262594	(2017) Multi-omics analyses of red blood cell reveal antioxidation mechanisms associated with hemolytic toxicity of gossypol.	2	11	2.51	0.0422	9606.ENSP00000339933,9606.ENSP00000438144	PKLR,MDH1
PMID:27028695	(2016) Challenges in nourishing the intrauterine growth-restricted foetus - Lessons learned from studies in the intrauterine growth-restricted foetal sheep.	2	11	2.51	0.0422	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:27148589	(2016) Mutations in the substrate binding glycine-rich loop of the mitochondrial processing peptidase-alpha protein (PMPCA) cause a severe mitochondrial disease.	2	11	2.51	0.0422	9606.ENSP00000342056,9606.ENSP00000377532	CS,PC
PMID:27302759	(2016) Deciphering Clostridium tyrobutyricum Metabolism Based on the Whole-Genome Sequence and Proteome Analyses.	2	11	2.51	0.0422	9606.ENSP00000342056,9606.ENSP00000377532	CS,PC
PMID:27558633	(2016) Improving the Production of L-Phenylalanine by Identifying Key Enzymes Through Multi-Enzyme Reaction System in Vitro.	2	11	2.51	0.0422	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:27667668	(2016) Integrative Transcriptome Analyses of Metabolic Responses in Mice Define Pivotal LncRNA Metabolic Regulators.	2	11	2.51	0.0422	9606.ENSP00000253792,9606.ENSP00000319814	ACLY,PCK1
PMID:27696637	(2016) MiR-133b inhibits growth of human gastric cancer cells by silencing pyruvate kinase muscle-splicer polypyrimidine tract-binding protein 1.	2	11	2.51	0.0422	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:27777605	(2016) Metabolic response of glioblastoma cells associated with glucose withdrawal and pyruvate substitution as revealed by GC-MS.	2	11	2.51	0.0422	9606.ENSP00000358719,9606.ENSP00000377532	ME1,PC
PMID:26158509	(2015) Biotin starvation causes mitochondrial protein hyperacetylation and partial rescue by the SIRT3-like deacetylase Hst4p.	2	11	2.51	0.0422	9606.ENSP00000377532,9606.ENSP00000382071	PC,HLCS
PMID:26711333	(2015) Nuclear Retention of mRNA in Mammalian Tissues.	2	11	2.51	0.0422	9606.ENSP00000253792,9606.ENSP00000319814	ACLY,PCK1
PMID:24857658	(2014) Oxidation of alpha-ketoglutarate is required for reductive carboxylation in cancer cells with mitochondrial defects.	2	11	2.51	0.0422	9606.ENSP00000342056,9606.ENSP00000377532	CS,PC
PMID:24077277	(2013) An R132H mutation in isocitrate dehydrogenase 1 enhances p21 expression and inhibits phosphorylation of retinoblastoma protein in glioma cells.	2	11	2.51	0.0422	9606.ENSP00000253792,9606.ENSP00000327070	ACLY,MDH2
PMID:24260367	(2013) TNFalpha altered inflammatory responses, impaired health and productivity, but did not affect glucose or lipid metabolism in early-lactation dairy cows.	2	11	2.51	0.0422	9606.ENSP00000319814,9606.ENSP00000377532	PCK1,PC
PMID:22225880	(2012) Glucose-independent glutamine metabolism via TCA cycling for proliferation and survival in B cells.	2	11	2.51	0.0422	9606.ENSP00000253792,9606.ENSP00000342056	ACLY,CS
PMID:22248473	(2012) The relationship of thioredoxin-1 and cisplatin resistance: its impact on ROS and oxidative metabolism in lung cancer cells.	2	11	2.51	0.0422	9606.ENSP00000253792,9606.ENSP00000342056	ACLY,CS
PMID:22384010	(2012) De novo lipogenesis in adipose tissue is associated with course of morbid obesity after bariatric surgery.	2	11	2.51	0.0422	9606.ENSP00000253792,9606.ENSP00000319814	ACLY,PCK1
PMID:22391998	(2012) Progress in understanding 2-hydroxyglutaric acidurias.	2	11	2.51	0.0422	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:22560218	(2012) Evidence against a physiologic role for acute changes in CNS insulin action in the rapid regulation of hepatic glucose production.	2	11	2.51	0.0422	9606.ENSP00000216780,9606.ENSP00000377532	PCK2,PC
PMID:22809304	(2012) A new metabolomics analysis technique: steady-state metabolic network dynamics analysis.	2	11	2.51	0.0422	9606.ENSP00000342056,9606.ENSP00000377532	CS,PC
PMID:22902555	(2012) Regulation of yeast pyruvate kinase by ultrasensitive allostery independent of phosphorylation.	2	11	2.51	0.0422	9606.ENSP00000320171,9606.ENSP00000377532	PKM,PC
PMID:23009357	(2012) Engineering of acetyl-CoA metabolism for the improved production of polyhydroxybutyrate in Saccharomyces cerevisiae.	2	11	2.51	0.0422	9606.ENSP00000253792,9606.ENSP00000342056	ACLY,CS
PMID:23050242	(2012) Acetic acid treatment in S. cerevisiae creates significant energy deficiency and nutrient starvation that is dependent on the activity of the mitochondrial transcriptional complex Hap2-3-4-5.	2	11	2.51	0.0422	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:24688671	(2012) Metabolic engineering of biocatalysts for carboxylic acids production.	2	11	2.51	0.0422	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:21123035	(2011) Abnormalities in the tricarboxylic acid (TCA) cycle in the brains of schizophrenia patients.	2	11	2.51	0.0422	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:21289491	(2011) The intestinal factor Tff3 and a miRNA network regulate murine caloric metabolism.	2	11	2.51	0.0422	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:21525879	(2011) Pleiotropy of type 2 diabetes with obesity.	2	11	2.51	0.0422	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:20460097	(2010) Lower succinyl-CoA:3-ketoacid-CoA transferase (SCOT) and ATP citrate lyase in pancreatic islets of a rat model of type 2 diabetes: knockdown of SCOT inhibits insulin release in rat insulinoma cells.	2	11	2.51	0.0422	9606.ENSP00000253792,9606.ENSP00000377532	ACLY,PC
PMID:19558692	(2009) Altered regulation of metabolic pathways in human lung cancer discerned by (13)C stable isotope-resolved metabolomics (SIRM).	2	11	2.51	0.0422	9606.ENSP00000327070,9606.ENSP00000377532	MDH2,PC
PMID:18460190	(2008) The estrogen hypothesis of schizophrenia implicates glucose metabolism: association study in three independent samples.	2	11	2.51	0.0422	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:15917242	(2005) The peroxisome proliferator-activated receptor-gamma regulates murine pyruvate carboxylase gene expression in vivo and in vitro.	2	11	2.51	0.0422	9606.ENSP00000342056,9606.ENSP00000377532	CS,PC
PMID:6822314	(1983) A one-step PMR determination of hydrogen transfer stereospecificity of NADP+-linked oxidoreductases.	2	11	2.51	0.0422	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:6462178	(1982) Specific effect of thyroid hormone on testicular enzymes involved in carbohydrate metabolism. II. Hyperthyroidism.	2	11	2.51	0.0422	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:7151234	(1982) Inhibition of two mitochondrial enzymes by gold (III) halo complexes. Evidence for a binding mechanism.	2	11	2.51	0.0422	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:6259282	(1981) Uridine metabolism in the goldfish retina during optic nerve regeneration: cell-free preparations.	2	11	2.51	0.0422	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:5641879	(1968) Time-dependence of the effect of X-irradiation on the formation of glycerol phosphate dehydrogenase and other dehydrogenases in the developing rat brain.	2	11	2.51	0.0422	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:33081387	(2020) Cancer Metabolism: Phenotype, Signaling and Therapeutic Targets.	3	101	1.72	0.0425	9606.ENSP00000253792,9606.ENSP00000320171,9606.ENSP00000438144	ACLY,PKM,MDH1
PMID:33256814	(2020) Glycometabolic rearrangements--aerobic glycolysis in pancreatic cancer: causes, characteristics and clinical applications.	3	101	1.72	0.0425	9606.ENSP00000253792,9606.ENSP00000320171,9606.ENSP00000339933	ACLY,PKM,PKLR
PMID:35154105	(2022) Modulation of Macrophage Immunometabolism: A New Approach to Fight Infections.	3	103	1.71	0.0450	9606.ENSP00000253792,9606.ENSP00000320171,9606.ENSP00000342056	ACLY,PKM,CS
PMID:35008348	(2021) Importance of T, NK, CAR T and CAR NK Cell Metabolic Fitness for Effective Anti-Cancer Therapy: A Continuous Learning Process Allowing the Optimization of T, NK and CAR-Based Anti-Cancer Therapies.	3	103	1.71	0.0450	9606.ENSP00000253792,9606.ENSP00000319814,9606.ENSP00000438144	ACLY,PCK1,MDH1
PMID:32839493	(2020) Metabolic rewiring in the promotion of cancer metastasis: mechanisms and therapeutic implications.	3	103	1.71	0.0450	9606.ENSP00000253792,9606.ENSP00000320171,9606.ENSP00000342056	ACLY,PKM,CS
PMID:35049801	(2022) Fishmeal Dietary Replacement Up to 50%: A Comparative Study of Two Insect Meals for Rainbow Trout (Oncorhynchus mykiss).	2	12	2.47	0.0474	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:33044770	(2021) Perfluorooctanesulfonic Acid-Induced Toxicity on Zebrafish Embryos in the Presence or Absence of the Chorion.	2	12	2.47	0.0474	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:33306983	(2021) Neutrophils Fuel Effective Immune Responses through Gluconeogenesis and Glycogenesis.	2	12	2.47	0.0474	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:33455762	(2021) Glucose metabolism and the somatotropic axis in dairy cows after abomasal infusion of essential fatty acids together with conjugated linoleic acid during late gestation and early lactation.	2	12	2.47	0.0474	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:33599728	(2021) Beyond alcohol oxidase: the methylotrophic yeast Komagataella phaffii utilizes methanol also with its native alcohol dehydrogenase Adh2.	2	12	2.47	0.0474	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
