#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
PMID:27473374	(2016) Proteinase-activated receptor 2 (PAR2) in hepatic stellate cells - evidence for a role in hepatocellular carcinoma growth in vivo.	7	88	1.91	9.80e-06	9606.ENSP00000219070,9606.ENSP00000229239,9606.ENSP00000314897,9606.ENSP00000336762,9606.ENSP00000355361,9606.ENSP00000360997,9606.ENSP00000451040	MMP2,GAPDH,ANGPT2,ANG,CD47,ADAMTS13,PGF
PMID:6972867	(1981) Characterization of corticotropin releasing factor (CRF) and arginine vasopressin in median eminence extracts on sephadex gel-filtration.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6975479	(1981) High molecular weight peptide with corticotropin-releasing factor activity from porcine hypothalami.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:7014190	(1981) [Circadian rhythms in laboratory rats (general characteristics and endocrine aspects)].	2	5	2.61	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6243756	(1980) Reevaluation of the pituitary-adrenal response to ether in rats with various cuts around the medial basal hypothalamus.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6243758	(1980) Release of corticotropin and corticotropin-releasing factors from rat posterior pituitary in vitro.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6244928	(1980) Stimulus-induced corticotropin-releasing factor content and adrenocorticotropin release are augmented after unilateral adrenalectomy, independently of circulating corticosteroid levels.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6247669	(1980) Temporal relationships between the circadian rhythmicity in plasma levels of pituitary hormones and in hypothalamic concentrations of releasing factors.	2	4	2.71	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6252493	(1980) Effect of electrical stimulation of the neurohypophysis on ACTH release in rats with hypothalamic lesions.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6268511	(1980) [Hypothalamic control of ACTH secretion].	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:7190380	(1980) Dextroamphetamine and cortisol in depression. Morning plasma cortisol levels suppressed.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:7364932	(1980) Failure of clinical remission after transsphenoidal removal of a microadenoma in a patient with Cushings disease: multiple hyperplastic and adenomatous cell nets in surrounding pituitary tissue.	2	4	2.71	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:218133	(1979) Relationship between ACTH secretion and corticoid binding to specific receptors in perifused adenohypophyses.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:220027	(1979) Inhibition of the pituitary-adrenal response to stress during deprivation-induced feeding.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:220413	(1979) The influence of corticosteroids on the secretion of corticotrophin and its hypothalamic releasing hormone.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:232360	(1979) Involvement of dopaminergic receptors in action of corticotropin releasing factor (CRF) under in vitro conditions.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:232444	(1979) [Factor(s) controlling the secretion of adrenocorticotropin (ACTH) in peripheral plasma (authors transl)].	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:232811	(1979) Central mediation of hormonal influences on instrumental avoidance conditioning.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:313532	(1979) Subcellular distribution of corticotropin-releasing factor in the medio-basal hypothalamus of the rat.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:35343	(1979) ACTH release in pituitary cell cultures. Effect of neurogenic peptides and neurotransmitter substances on ACTH release induced by hypothalamic corticotropin releasing factor (CRF).	2	6	2.54	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:380519	(1979) Evaluation of effects of sexual steroids on the hypothalamic-pituitary system of animals and man.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:38634	(1979) Specificity of cultured anterior pituitary cells in detecting corticotropin releasing factor(s): the effect of biologically active peptides and neurotransmitter substances on ACTH release in pituitary cell cultures.	2	7	2.47	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:215931	(1978) Corticotropin responsiveness in the neonatal rat.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:218793	(1978) Effects of purified hypothalamic corticotropin-releasing factor and other substances on the secretion of adrenocorticotropin and beta-endorphin-like immunoactivities in vitro.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:11988	(1977) Corticotropin releasing factor distribution in normal and Brattleboro rat brain, and effect of deafferentation, hypophysectomy and steroid treatment in normal animals.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:190259	(1977) Corticotropin-releasing factor-like activity in ACTH producing tumors.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:192385	(1977) [Role of adrenergic structures of the central nervous system in altering the function of the hypothalamo-hypophyseo-adrenal system in exogenous hyperthermia].	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:197569	(1977) Stimulation of ACTH secretion by indomethacin and reversal by exogenous prostaglandins.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:197601	(1977) beta-Endorphin and adrenocorticotropin are selected concomitantly by the pituitary gland.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:200363	(1977) Effect of cyproterone acetate on cells of the pars distalis of the adenohypophysis in the beagle bitch.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:211900	(1977) Bioassay of ACTH using isolated cortex cells. Applications: structure activity relationship for ACTH and analogues, assay of corticotropin-releasing factor, and assay of plasma ACTH.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:211914	(1977) Neural control of ACTH release in response to hemorrhage.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:304253	(1977) Hypothalamo-pituitary-adrenal function in pituitary adenoma and craniopharyngioma. Part II: insulin test and clinical features.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:347327	(1977) The status of the corticotropin releasing factor (CRF).	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:1084220	(1976) Evidence for corticotropin releasing factor (CRF) synthesis in the preoptic nucleus of Xenopus laevis tadpoles: a preliminary report based on lesion experiments.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:1085936	(1976) Corticotropin releasing factor (CRF) activity in rat plasma.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:184025	(1976) [Analysis of dynamics of corticotropin-releasing factor (CRF) activity in the rat hypothalamus under stress].	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:185590	(1976) [Adrenal insufficiencies caused by isolated corticotropic deficiency. 2 cases].	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:187535	(1976) Adrenal insufficiency secondary to hypothalamic corticotropin releasing factor (CRF) insufficiency with hyperpigmentation: a case report.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:19604818	(1976) A combined cell column superfusion technique to study hypothalamus-pituitary-adrenal interactions in vitro.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:169120	(1975) Corticosterone-induced changes in hypothalamic corticotropin-releasing factor (CRF) content after stress.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:4364642	(1974) Secretion of ACTH by isolated anterior pituitary cells: kinetics of stimulation of corticotropin-releasing factor and of inhibition by corticosterone.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:4348096	(1973) An in vivo corticotropin-releasing factor (CRF) assay based on plasma levels of radioimmunoassayable ACTH.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:4542852	(1973) [Functional examination of the corticotropin releasing factor-ACTH system].	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:4305943	(1969) Site of corticotropin-releasing factor (CRF) releasing elements: effect of lesions on ACTH release and adenohypophysial blood flow.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:4306603	(1969) Effect of corticotropin-releasing factor, dexamethasone and actinomycin D on the release of ACTH from rat pituitaries in vivo and in vitro.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:5821728	(1969) The use of maleic anhydride for the reversible blocking of amino groups in polypeptide chains.	2	2	3.01	0.0191	9606.ENSP00000229239,9606.ENSP00000384092	GAPDH,POMC
PMID:13902822	(1962) On the presence in hog hypothalamus of 3-corticotropin releasing factor, alpha- and beta-melanocyte stimulating hormones, adrenocorticotropin, lysine-vasopressin and oxytocin.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:13359490	(1956) Effect of histamine, hog vasopressin, and corticotropin-releasing factor (CRF) on ACTH release in vitro.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:12907841	(....) effect of interleukin 1beta on the hpa axis in h1-receptor knockout mice.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:25332783	(....) blood vessel repair and regeneration in the ischaemic heart.	3	39	1.9	0.0191	9606.ENSP00000219070,9606.ENSP00000314897,9606.ENSP00000451040	MMP2,ANGPT2,PGF
PMID:26306326	(....) neuroenhancement of exposure therapy in anxiety disorders.	2	6	2.54	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:26819971	(....) sirt1 in cerebral ischemia.	3	37	1.92	0.0191	9606.ENSP00000212015,9606.ENSP00000219070,9606.ENSP00000384092	SIRT1,MMP2,POMC
PMID:27570747	(....) the effectiveness of a stress-management intervention program in the management of overweight and obesity in childhood and adolescence.	2	5	2.61	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:27746435	(....) treatable bedridden elderly -recovery from flexion contracture after cortisol replacement in a patient with isolated adrenocorticotropic hormone deficiency.	2	7	2.47	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:27904111	(....) restoration of the hypothalamic-pituitary-adrenal response to hypoglycemia in type 2 diabetes by avoiding chronic hypoglycemia.	2	6	2.54	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:29056774	(....) glucocorticoid management in rheumatoid arthritis: morning or night low dose?	2	7	2.47	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:30614808	(....) management of adrenal insufficiency risk after long-term systemic glucocorticoid therapy in duchenne muscular dystrophy: clinical practice recommendations.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:33845354	(2021) Transcriptional signatures underlying dynamic phenotypic switching and novel disease biomarkers in a linear cellular model of melanoma progression.	3	71	1.64	0.0197	9606.ENSP00000229239,9606.ENSP00000314897,9606.ENSP00000319788	GAPDH,ANGPT2,NQO1
PMID:34943903	(2021) Endocannabinoid System and Tumour Microenvironment: New Intertwined Connections for Anticancer Approaches.	3	71	1.64	0.0197	9606.ENSP00000229239,9606.ENSP00000314897,9606.ENSP00000451040	GAPDH,ANGPT2,PGF
PMID:34988010	(2021) Chronic Stress Effects on Tumor: Pathway and Mechanism.	3	71	1.64	0.0197	9606.ENSP00000219070,9606.ENSP00000276571,9606.ENSP00000384092	MMP2,CRH,POMC
PMID:32579111	(2020) Mouse brain transcriptome responses to inhaled nanoparticulate matter differed by sex and APOE in Nrf2-Nfkb interactions.	3	71	1.64	0.0197	9606.ENSP00000212015,9606.ENSP00000229239,9606.ENSP00000319788	SIRT1,GAPDH,NQO1
PMID:31191690	(2019) Identification of Macrophage Genotype and Key Biological Pathways in Circulating Angiogenic Cell Transcriptome.	3	71	1.64	0.0197	9606.ENSP00000219070,9606.ENSP00000229239,9606.ENSP00000314897	MMP2,GAPDH,ANGPT2
PMID:31242602	(2019) In Search of Panacea-Review of Recent Studies Concerning Nature-Derived Anticancer Agents.	3	71	1.64	0.0197	9606.ENSP00000212015,9606.ENSP00000219070,9606.ENSP00000319788	SIRT1,MMP2,NQO1
PMID:31533268	(2019) S-Nitrosylation: An Emerging Paradigm of Redox Signaling.	3	71	1.64	0.0197	9606.ENSP00000212015,9606.ENSP00000219070,9606.ENSP00000229239	SIRT1,MMP2,GAPDH
PMID:31835465	(2019) The Tumor Vessel Targeting Strategy: A Double-Edged Sword in Tumor Metastasis.	3	71	1.64	0.0197	9606.ENSP00000219070,9606.ENSP00000314897,9606.ENSP00000451040	MMP2,ANGPT2,PGF
PMID:31878087	(2019) Current Strategies to Target Tumor-Associated-Macrophages to Improve Anti-Tumor Immune Responses.	3	71	1.64	0.0197	9606.ENSP00000219070,9606.ENSP00000355361,9606.ENSP00000451040	MMP2,CD47,PGF
PMID:27348007	(2016) The IL-8IL-8R Axis: A Double Agent in Tumor Immune Resistance.	3	71	1.64	0.0197	9606.ENSP00000219070,9606.ENSP00000336762,9606.ENSP00000451040	MMP2,ANG,PGF
PMID:27350037	(2016) Continuous administration of bevacizumab plus capecitabine, even after acquired resistance to bevacizumab, restored anti-angiogenic and antitumor effect in a human colorectal cancer xenograft model.	3	71	1.64	0.0197	9606.ENSP00000314897,9606.ENSP00000336762,9606.ENSP00000451040	ANGPT2,ANG,PGF
PMID:25916268	(2015) Bioactive factors in uteroplacental and systemic circulation link placental ischemia to generalized vascular dysfunction in hypertensive pregnancy and preeclampsia.	3	71	1.64	0.0197	9606.ENSP00000219070,9606.ENSP00000314897,9606.ENSP00000451040	MMP2,ANGPT2,PGF
PMID:23698776	(2013) Obesity-associated oxidative stress: strategies finalized to improve redox state.	3	71	1.64	0.0197	9606.ENSP00000212015,9606.ENSP00000229239,9606.ENSP00000319788	SIRT1,GAPDH,NQO1
PMID:25408895	(2013) The neurobiology of suicide - A Review of post-mortem studies.	3	71	1.64	0.0197	9606.ENSP00000229239,9606.ENSP00000276571,9606.ENSP00000384092	GAPDH,CRH,POMC
PMID:23203037	(2012) Oxidant stress and signal transduction in the nervous system with the PI 3-K, Akt, and mTOR cascade.	3	71	1.64	0.0197	9606.ENSP00000212015,9606.ENSP00000298552,9606.ENSP00000384092	SIRT1,TSC1,POMC
PMID:33866751	(2022) Adrenal insufficiency development during chemotherapy plus anti-programmed death receptor-1 monoclonal antibody (tislelizumab) therapy in patients with advanced gastric cancer: case series.	2	9	2.36	0.0200	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:34471015	(2022) Pasireotide-resistant Refractory Cushings Disease without Somatostatin Receptor 5 Expression.	2	9	2.36	0.0200	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:34713314	(2022) Unraveling the secret of re-balancing homeostasis in sepsis: a critical view on extracorporeal blood purification modalities.	2	9	2.36	0.0200	9606.ENSP00000314897,9606.ENSP00000360997	ANGPT2,ADAMTS13
PMID:35001806	(2022) Safinamide protects against amyloid beta (Abeta)-induced oxidative stress and cellular senescence in M17 neuronal cells.	2	9	2.36	0.0200	9606.ENSP00000212015,9606.ENSP00000229239	SIRT1,GAPDH
PMID:35030977	(2022) Enabled homolog (ENAH) regulated by RNA binding protein splicing factor 3b subunit 4 (SF3B4) exacerbates the proliferation, invasion and migration of hepatocellular carcinoma cells via Notch signaling pathway.	2	9	2.36	0.0200	9606.ENSP00000219070,9606.ENSP00000229239	MMP2,GAPDH
PMID:35062861	(2022) Pro-inflammatory mediators released by activated monocytes promote aortic valve fibrocalcific activity.	2	9	2.36	0.0200	9606.ENSP00000219070,9606.ENSP00000229239	MMP2,GAPDH
PMID:35098699	(2022) Acid-Degradable Hydrogen-Generating Metal-Organic Framework for Overcoming Cancer ResistanceMetastasis and Off-Target Side Effects.	2	9	2.36	0.0200	9606.ENSP00000219070,9606.ENSP00000229239	MMP2,GAPDH
PMID:35116073	(2022) G-Protein-Coupled Receptor Kinase-Interacting Protein 1 (GIT1) Promotes Head and Neck Squamous Cell Carcinoma Metastases via Activating the PI3KAKTmTOR Signal Pathway.	2	9	2.36	0.0200	9606.ENSP00000229239,9606.ENSP00000355361	GAPDH,CD47
PMID:35132380	(2022) Sirt1 Mediates Vitamin D Deficiency-Driven Gluconeogenesis in the Liver via mTorc2Akt Signaling.	2	9	2.36	0.0200	9606.ENSP00000212015,9606.ENSP00000229239	SIRT1,GAPDH
PMID:35137920	(2022) IL-1beta-induced pentraxin 3 inhibits the proliferation, invasion and cell cycle of trophoblasts in preeclampsia and is suppressed by IL-1beta antagonists.	2	9	2.36	0.0200	9606.ENSP00000219070,9606.ENSP00000229239	MMP2,GAPDH
PMID:35164287	(2022) Betulonic Acid, as One of the Active Components of the Celastrus orbiculatus Extract, Inhibits the Invasion and Metastasis of Gastric Cancer Cells by Mediating Cytoskeleton Rearrangement In Vitro.	2	9	2.36	0.0200	9606.ENSP00000219070,9606.ENSP00000229239	MMP2,GAPDH
PMID:35222046	(2022) Hydrogen Sulfide Promotes Thyroid Hormone Synthesis and Secretion by Upregulating Sirtuin-1.	2	9	2.36	0.0200	9606.ENSP00000212015,9606.ENSP00000229239	SIRT1,GAPDH
PMID:35223094	(2022) miR-197 Participates in Lipopolysaccharide-Induced Cardiomyocyte Injury by Modulating SIRT1.	2	9	2.36	0.0200	9606.ENSP00000212015,9606.ENSP00000229239	SIRT1,GAPDH
PMID:35223693	(2022) Quercetin Administration Following Hypoxia-Induced Neonatal Brain Damage Attenuates Later-Life Seizure Susceptibility and Anxiety-Related Behavior: Modulating Inflammatory Response.	2	9	2.36	0.0200	9606.ENSP00000212015,9606.ENSP00000229239	SIRT1,GAPDH
